-15.7069, 0.00119, -15.7069, 0.00106
-15.7057, 0.00119, -15.7057, 0.00107
-15.7046, 0.00119, -15.7046, 0.00107
-15.7036, 0.00119, -15.7036, 0.00107
-15.7005, 0.00119, -15.7005, 0.00107
-15.6994, 0.00119, -15.6994, 0.00107
-15.6951, 0.00119, -15.6951, 0.00107
-15.69, 0.00119, -15.69, 0.00107
-15.6882, 0.00119, -15.6882, 0.00107
-15.6856, 0.00119, -15.6856, 0.00107
-15.6817, 0.00119, -15.6817, 0.00106
-15.6798, 0.00119, -15.6798, 0.00107
-15.6751, 0.00119, -15.6751, 0.00107
-15.6728, 0.00119, -15.6728, 0.00107
-15.6688, 0.00119, -15.6688, 0.00107
-15.664, 0.00119, -15.664, 0.00107
-15.6613, 0.00119, -15.6613, 0.00107
-15.6581, 0.00119, -15.6581, 0.00107
-15.653, 0.00119, -15.653, 0.00106
-15.6499, 0.00119, -15.6499, 0.00107
-15.6439, 0.00119, -15.6439, 0.00107
-15.6401, 0.00119, -15.6401, 0.00107
-15.6367, 0.00119, -15.6367, 0.00106
-15.6336, 0.0012, -15.6336, 0.00106
-15.6315, 0.00119, -15.6315, 0.00108
-15.6271, 0.00119, -15.6271, 0.00108
-15.6223, 0.00119, -15.6223, 0.00106
-15.6182, 0.00119, -15.6182, 0.00107
-15.6141, 0.00119, -15.6141, 0.00109
-15.6092, 0.0012, -15.6092, 0.00109
-15.6052, 0.00119, -15.6052, 0.00107
-15.602, 0.00119, -15.602, 0.00106
-15.5984, 0.00119, -15.5984, 0.00106
-15.5932, 0.00119, -15.5932, 0.00106
-15.5895, 0.00119, -15.5895, 0.00107
-15.586, 0.00119, -15.586, 0.00106
-15.5821, 0.00119, -15.5821, 0.00106
-15.5794, 0.00119, -15.5794, 0.00107
-15.5765, 0.00119, -15.5765, 0.00106
-15.5713, 0.00119, -15.5713, 0.00106
-15.567, 0.00119, -15.567, 0.00107
-15.5641, 0.00119, -15.5641, 0.00106
-15.56, 0.00119, -15.56, 0.00107
-15.5565, 0.00119, -15.5565, 0.00107
-15.5558, 0.00119, -15.5558, 0.00106
-15.5519, 0.00119, -15.5519, 0.00106
-15.5456, 0.00119, -15.5456, 0.00106
-15.5422, 0.00119, -15.5422, 0.00106
-15.5383, 0.00119, -15.5383, 0.00106
-15.532, 0.00119, -15.532, 0.00107
-15.5281, 0.00119, -15.5281, 0.00107
-15.5254, 0.00119, -15.5254, 0.00106
-15.5217, 0.00119, -15.5217, 0.00106
-15.517, 0.00119, -15.517, 0.00106
-15.5132, 0.00119, -15.5132, 0.00107
-15.509, 0.00119, -15.509, 0.00106
-15.5056, 0.00119, -15.5056, 0.00106
-15.5036, 0.00119, -15.5036, 0.00106
-15.4987, 0.00119, -15.4987, 0.00106
-15.4933, 0.00119, -15.4933, 0.00106
-15.4897, 0.00119, -15.4897, 0.00106
-15.4885, 0.00119, -15.4885, 0.00106
-15.4844, 0.00119, -15.4844, 0.00106
-15.4801, 0.00119, -15.4801, 0.00106
-15.4754, 0.00119, -15.4754, 0.00106
-15.4724, 0.00119, -15.4724, 0.00106
-15.4688, 0.00119, -15.4688, 0.00106
-15.4631, 0.00119, -15.4631, 0.00106
-15.4596, 0.00119, -15.4596, 0.00106
-15.4564, 0.00119, -15.4564, 0.00106
-15.4512, 0.00119, -15.4512, 0.00106
-15.4488, 0.00119, -15.4488, 0.00106
-15.4451, 0.00119, -15.4451, 0.00106
-15.4398, 0.00119, -15.4398, 0.00106
-15.4362, 0.00119, -15.4362, 0.00106
-15.4349, 0.00119, -15.4349, 0.00106
-15.4307, 0.00119, -15.4307, 0.00106
-15.4241, 0.00119, -15.4241, 0.00106
-15.4204, 0.00119, -15.4204, 0.00106
-15.4187, 0.00119, -15.4187, 0.00106
-15.4151, 0.00119, -15.4151, 0.00106
-15.4105, 0.00119, -15.4105, 0.00106
-15.4068, 0.00119, -15.4068, 0.00106
-15.4028, 0.00119, -15.4028, 0.00106
-15.3991, 0.00119, -15.3991, 0.00106
-15.3959, 0.00119, -15.3959, 0.00106
-15.3916, 0.00119, -15.3916, 0.00106
-15.3884, 0.00119, -15.3884, 0.00106
-15.3844, 0.00119, -15.3844, 0.00106
-15.3809, 0.00119, -15.3809, 0.00106
-15.3774, 0.00119, -15.3774, 0.00106
-15.3721, 0.00119, -15.3721, 0.00106
-15.3702, 0.00119, -15.3702, 0.00106
-15.3655, 0.00119, -15.3655, 0.00106
-15.36, 0.00119, -15.36, 0.00106
-15.3564, 0.00119, -15.3564, 0.00106
-15.3537, 0.00119, -15.3537, 0.00106
-15.3497, 0.00119, -15.3497, 0.00106
-15.3452, 0.00119, -15.3452, 0.00106
-15.3415, 0.00119, -15.3415, 0.00106
-15.338, 0.00119, -15.338, 0.00106
-15.3341, 0.00119, -15.3341, 0.00106
-15.3299, 0.00119, -15.3299, 0.00106
-15.3249, 0.00119, -15.3249, 0.00106
-15.3203, 0.00119, -15.3203, 0.00106
-15.3175, 0.00119, -15.3175, 0.00106
-15.3159, 0.00119, -15.3159, 0.00106
-15.3131, 0.00119, -15.3131, 0.00106
-15.3078, 0.00119, -15.3078, 0.00106
-15.3021, 0.00119, -15.3021, 0.00106
-15.2984, 0.00119, -15.2984, 0.00106
-15.2948, 0.00119, -15.2948, 0.00106
-15.2912, 0.00119, -15.2912, 0.00106
-15.2874, 0.00119, -15.2874, 0.00106
-15.2827, 0.00119, -15.2827, 0.00106
